ASIN,MRP,aplus_images,aplus_text,attributes,brand,bullets,collection,country_of_origin,date_first_available,department,description,dimensions,discount,image_links,important_info,is_discontinued_by_manufacturer,item_height,item_height_unit,item_length,item_length_unit,item_width,item_width_unit,material,metal,net_quantity,offers,packaging,price,product_path,ratings,ratings_breakdown,ratings_count,special_offers,stone,title,type_of_offers,url,video_links,warranty_type,weight,title_brand_present,title_sentence_case,title_spellcheck,title_corrections,title_Corrected_text,final_title_check_flag,description_special_chr_check,description_char_constrained_2000,description_multiline_check,description_spellcheck,description_corrections,description_Corrected_text,final_description_check_flag,bullets_special_chr_check,bullets_number_check,bullets_first_capital_check,bullets_spellcheck,bullets_corrections,bullets_Corrected_text,final_bullet_point_check_flag,Grade1,final_entire_spellcheck,final_dimensionality_check,final_sentence_case_check,Image_Count,Video_count,aplus_content_check,aplus_text_special_chr_check,aplus_text_spellcheck,aplus_text_corrections,aplus_text_Corrected_text,final_aplus_check_flag,Grade2
B0BMTQMDPB,NA,"https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media-library-service-media/9eb976cc-496c-4b7a-9844-13fba25bbc4b.__CR0,0,1500,1500_PT0_SX300_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media-library-service-media/fff9e9cf-8ab3-481f-b1da-43542b24efa0.__CR0,0,970,600_PT0_SX970_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media-library-service-media/b5e9acb9-eb6d-47f7-a19f-fcad08c1ee56.__CR0,0,1200,1600_PT0_SX300_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/4cc9bf6d-95c3-4da9-855f-4bd63a343054.__CR0,0,1200,600_PT0_SX350_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/769c6b92-fdc3-4c47-ab7b-ddd3c8c95e14.__CR0,0,1500,1500_PT0_SX300_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/db76c853-aa3a-4d9f-8c74-435fd03ae62b.__CR0,0,1500,1500_PT0_SX300_V1___.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/6884cb3b-8a45-424b-ba2e-12b2e8bf3d93.__CR0,0,1500,1500_PT0_SX300_V1___.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/0b0643ee-5001-41f4-9340-e32078c6f7c2.__CR45,91,908,1816_PT0_SX150_V1___.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/272c1ba8-91ce-46c3-9275-205dec9ccadf.__CR0,1,999,1998_PT0_SX150_V1___.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/e9b0e0ea-0e7a-4b2e-80b0-0d2f3b589d6e.__CR0,1,999,1998_PT0_SX150_V1___.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/vc/cc7aa2d2-7be7-47eb-ac19-795b0dccf95d.__CR0,1,999,1998_PT0_SX150_V1___.jpg","STRAUSS helps you develop a holistic approach towards a healthy, balanced mind and body.At STRAUSS we believe fitness is a passion and confidence builder. Expressing passion through fitness is a great way to feel alive and engaged in the world - truly the good and simple pleasure.Built to last, our solid core, EVA foam roller is made from top grade materials, and won’t lose its shape over time, even with daily use. Its lightweight materials make transport a breeze, and its compact design allows you to properly focus pressure on the affected areas.Its compact size allows you to target specific muscle groups and pain points. Increase blood flow and circulation to your muscles and soft tissue before and after workouts. Enjoy benefits like decreased recovery time from injuries and increased mobility.  Beginners and athletes alike see the same relief from sore muscles, sciatica, plantar fasciitis, back pain, shin splints and reduction in scar tissue. This is a very advanced foam roller, but it’s one that even beginners can use effectively!Rollers made from EVA foam deliver unmatched durability. These “professional strength” foam rollers are built to withstand the type of heavy, repeated use often found in gyms, clinics or Pilates studiosDeep tissue massage works by triggering the body’s natural healing responses, causing a series of physiological reactions that lead to pain relief and relaxation in the belly of the muscle.They are easy to use on any flat surface at home, park, office or anywhere you may need muscle pain relief.",NA,STRAUSS," FOAM ROLLERS FOR MUSCLES: Strauss Foam Roller Is Great for Physical Therapy, Before or After Exercise, Yoga, And Massage Therapy. The Texture Roller Helps to Relieve Muscles Tension and Increase Muscle Reflexology.  
, MULTIFUNTIONAL: Recover from sports injury and chronic pain, our reflexology tool alleviates various issues like plantar fasciitis, shin splints, runner’s legs & tennis elbow. The dotted pattern provides a non-slip traction surface and penetrates into the soft tissue, releasing knots, and increasing blood flow at the point of the massages.  
, HIGH QUALITY & DURABLE: This muscle gym roller for beginners or athletes is made of EVA foam which is high-density & resists bending or breaking under tension or weight, providing a firm, deep tissue massage that can be utilized for long-term therapy.  
, COMFORTABLE & LIGHTWEIGHT: The Strauss dotted EVA foam roller is a uniquely soft massager that conforms gently to your body contours, but still offers medium resistance for amazing performance. Our lightweight fitness roller is easy to travel with due to its weight and sturdiness.  
, FOR EVERYONE: Loved by runners, cross-fit athletes, yoga and Pilates, swimmers, physical or sports therapy patients, and those just doing a normal fitness workout. Great for the arch of the foot, or any part of the body.  
",NA,NA,6 March 2019,NA,NA,15 x 15 x 30 Centimeters,NA,"https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/418Zm2GaDYL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51fwtMX3IpL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51nz+S23oOL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51dWaT7CngL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/518CLKhJhDL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/510VLQih0tL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51slAqWEZ6L.jpg",NA,NA,NA,NA,NA,NA,NA,NA,Foam,NA,1 count,NA,NA,NA,NA,4.2,"54% of reviews have 5 stars,26% of reviews have 4 stars,10% of reviews have 3 stars,4% of reviews have 2 stars,6% of reviews have 1 stars","2,856 global ratings",NA,NA,"Strauss Foam Roller for Back and Body Pain|High Density Foam Roller for Exercise in Gym, Home|Back Roller for Muscle Recovery Massage Roller for Stretching, 30 to 45cm, (Multicolor)",NA,https://www.amazon.in/Strauss-Exercise-Recovery-Stretching-Multicolor/dp/B0BMTQMDPB,NA,NA,235 g,1,1,1,[[]],"['Strauss Foam Roller for Back and Body Pain|High Density Foam Roller for Exercise in Gym, Home|Back Roller for Muscle Recovery Massage Roller for Stretching, 30 to 45cm, (Multicolor)']",1,1,1,0,0,['No Description'],NA,0,1,1,1,0,"[[{'start': 166, 'text': 'Muscles', 'correct': 'Muscle', 'definition': None}], [], [{'start': 36, 'text': 'gym roller', 'correct': 'gym, roller', 'definition': 'Accept comma addition'}], [{'start': 81, 'text': 'massager', 'correct': 'message', 'definition': 'a communication (usually brief) that is written or spoken or signaled'}, {'start': 67, 'text': 'uniquely', 'correct': 'unique', 'definition': None}], []]","['FOAM ROLLERS FOR MUSCLES: Strauss Foam Roller Is Great for Physical Therapy, Before or After Exercise, Yoga, And Massage Therapy. The Texture Roller Helps to Relieve Muscle Tension and Increase Muscle Reflexology.', 'MULTIFUNTIONAL: Recover from sports injury and chronic pain, our reflexology tool alleviates various issues like plantar fasciitis, shin splints, runner’s legs & tennis elbow. The dotted pattern provides a non-slip traction surface and penetrates into the soft tissue, releasing knots, and increasing blood flow at the point of the massages.', 'HIGH QUALITY & DURABLE: This muscle gym, roller for beginners or athletes is made of EVA foam which is high-density & resists bending or breaking under tension or weight, providing a firm, deep tissue massage that can be utilized for long-term therapy.', 'COMFORTABLE & LIGHTWEIGHT: The Strauss dotted EVA foam roller is a unique soft message that conforms gently to your body contours, but still offers medium resistance for amazing performance. Our lightweight fitness roller is easy to travel with due to its weight and sturdiness.', 'FOR EVERYONE: Loved by runners, cross-fit athletes, yoga and Pilates, swimmers, physical or sports therapy patients, and those just doing a normal fitness workout. Great for the arch of the foot, or any part of the body.']",0,B,0,1,1,0,0,1,1,0,"[[], [], [{'start': 98, 'text': 'the good', 'correct': 'the best', 'definition': None}], [], [], [], [], [], [], [], [], [], [], []]","['STRAUSS helps you develop a holistic approach towards a healthy, balanced mind and body.', 'At STRAUSS we believe fitness is a passion and confidence builder.', ' Expressing passion through fitness is a great way to feel alive and engaged in the world - truly the best and simple pleasure.', 'Built to last, our solid core, EVA foam roller is made from top grade materials, and won’t lose its shape over time, even with daily use.', ' Its lightweight materials make transport a breeze, and its compact design allows you to properly focus pressure on the affected areas.', 'Its compact size allows you to target specific muscle groups and pain points.', ' Increase blood flow and circulation to your muscles and soft tissue before and after workouts.', ' Enjoy benefits like decreased recovery time from injuries and increased mobility.', '  Beginners and athletes alike see the same relief from sore muscles, sciatica, plantar fasciitis, back pain, shin splints and reduction in scar tissue.', ' This is a very advanced foam roller, but it’s one that even beginners can use effectively!', 'Rollers made from EVA foam deliver unmatched durability.', ' These “professional strength” foam rollers are built to withstand the type of heavy, repeated use often found in gyms, clinics or Pilates studiosDeep tissue massage works by triggering the body’s natural healing responses, causing a series of physiological reactions that lead to pain relief and relaxation in the belly of the muscle.', 'They are easy to use on any flat surface at home, park, office or anywhere you may need muscle pain relief.', '']",0,C
B0B4P2BX7H,NA,NA,NA,NA,STRAUSS," Solar Powered The Solar Bike Light full charged needs 4 hours(sunlight) and work for 6-8 hours  
, EASY TO INSTALL AND REMOVE - Lights are simple and fashion, very easy to install and remove without involving any tools  
, Ultra bright, low energy consumption, long life span  
, Solar power, energy saving, environment friendly with 3 modes of light, slow flash, quick flash, steady light  
, HIGH-QUALITY! The torch is made of solid aluminum and reflector by rugged ABS plastic. It won't rust or corrode. This cycling light bundle will not only keep you safe and illuminate your path it will also last longer.  
, You can use 3 x AAA Battery or 18650 battery for the flashlight  
, THREE LIGHT MOEDS FREE TO SWITCHThis bike light has three light modes--Full brightness/half Brightness/ flashing.2.5 hours in strong ligh/8 hours in weak light.  
, ZOOMABLE EFFECT Manually ""zoom"" the light by extending the flashlight head outward. The more you extend, the more narrow, focused, and brighter the beam will be.  
",NA,NA,5 May 2022,NA,NA,NA,NA,"https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31sw0YZRIHL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41ozzdqiAaL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41LOLmBtb0L.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Uo3ULCM5L.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/411fgJqAbOL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Lq3SsOIlL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51RkicnMEML.jpg",NA,NA,NA,NA,NA,NA,NA,NA,"Abs,Plastic,Led",NA,NA,"Avail No Cost EMI on select cards for orders above ₹3000,Upto ₹52.20 discount on select Credit Cards, City Union Bank Debit Cards,Get GST  invoice and save up to 28% on business purchases.",NA,NA,"Outdoor Living,Solar & Wind Power,Solar Lights, Heaters & Gadgets",4.0,"50% of reviews have 5 stars,24% of reviews have 4 stars,12% of reviews have 3 stars,4% of reviews have 2 stars,9% of reviews have 1 stars","2,812 global ratings",NA,NA,STRAUSS - ST-1349 Bicycle Solar Tail Light," No Cost EMI , Bank Offer , Partner Offers ",https://www.amazon.in/STRAUSS-ST-1349-Bicycle-Solar-Light/dp/B0B4P2BX7H,NA,NA,NA,1,1,1,[[]],['STRAUSS - ST-1349 Bicycle Solar Tail Light'],1,1,1,0,0,['No Description'],NA,0,0,1,1,0,"[[{'start': 61, 'text': '(', 'correct': ' (', 'definition': 'Accept space'}, {'start': 35, 'text': 'full', 'correct': 'fully', 'definition': None}], [], [], [], [{'start': 118, 'text': 'cycling light', 'correct': 'cycling, light', 'definition': 'Accept comma addition'}], [{'start': 37, 'text': 'battery', 'correct': 'batteries', 'definition': None}, {'start': 20, 'text': 'Battery', 'correct': 'Batteries', 'definition': None}], [{'start': 133, 'text': 'ligh', 'correct': 'light', 'definition': '(physics) electromagnetic radiation that can produce a visual sensation'}, {'start': 114, 'text': '.', 'correct': '. ', 'definition': 'Accept space'}, {'start': 112, 'text': '.', 'correct': '. ', 'definition': 'Accept space'}], []]","['Solar Powered The Solar Bike Light fully charged needs 4 hours (sunlight) and work for 6-8 hours', 'EASY TO INSTALL AND REMOVE - Lights are simple and fashion, very easy to install and remove without involving any tools', 'Ultra bright, low energy consumption, long life span', 'Solar power, energy saving, environment friendly with 3 modes of light, slow flash, quick flash, steady light', ""HIGH-QUALITY! The torch is made of solid aluminum and reflector by rugged ABS plastic. It won't rust or corrode. This cycling, light bundle will not only keep you safe and illuminate your path it will also last longer."", 'You can use 3 x AAA Batteries or 18650 batteries for the flashlight', 'THREE LIGHT MOEDS FREE TO SWITCHThis bike light has three light modes--Full brightness/half Brightness/ flashing. 2. 5 hours in strong light/8 hours in weak light.', 'ZOOMABLE EFFECT Manually ""zoom"" the light by extending the flashlight head outward. The more you extend, the more narrow, focused, and brighter the beam will be.']",0,B,0,0,1,0,0,0,1,0,['No Description'],NA,0,C
B01LJCD1AS,"10,999","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/sota/fd56260a-0cc6-4363-b654-9911f21f9b66._SR970,300_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/sota/2169f438-2754-4960-a568-bace1e7aca81._SR285,285_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/S/aplus-media/sota/d089e84e-5c8c-4c65-ae71-ce952aafec92._SL220__.png,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/S/aplus-media/sota/9f188ee8-ee79-4097-8478-7132ca09daf6._SL220__.png,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/S/aplus-media/sota/dca93f26-4e2b-4ffa-b19c-8c9577ab1fc6._SL220__.png,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/S/aplus-media/sota/bf1c242c-0353-4c13-aa13-9328adc6adcb._SL220__.png,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/S/aplus-media/sota/4c364a59-aff1-4f4f-915e-065c96dee55d._SR970,300_.jpg","At Friends of Meditation, we are passionate about meditation, yoga and relaxation. Our work involves innovation-led manufacturing of an eclectic range of products that facilitates ease in practicing yoga and meditation techniques for beginners as well as experts. The founder Swami Dhyan Unmesh is a certified Osho Meditation Facilitator, Registered Yoga Instructor and Astrologer. He is on the spiritual journey for nearly 20 years with experience of having participated in various yoga and meditation programs having learned diverse and effective techniques to assist relaxation.Increases the capacity to sit longer on the floor. Helps people with back problems or limited flexibility. Helps beginners in meditation as the body is not used to prolonged sitting. Helps older people who need back support due to ageing. Ideal for day long retreat. Ideal for home to continue the practice. Makes meditation session comfortable and relaxing.Fully Foldable Chair with Back Support.High Density Foam Zafu for Elevating the Hips.Adjustable Curved Back Support for Lower Back.Black Water Resistant Carry Bag.",NA,Friends of Meditation," Designed by Swami Dhyan Unmesh ( Registered Yoga Teacher & Osho Meditation Facilitator)  
, Rated No 1 Meditation Chair by Wiki Ezvid (USA) under 10 Best Meditation Cushion 2016  
, Helpful for people with back pain. Avoids numbness in legs in cross leg posture  
, Fits every one below 6 feet 2 inches. Seat size : 24 x 22 inch, 4 inch 40d foam (7 year warranty)  
, Complimentary bag and fully foldable. Net weight : 5.20kgs (without packing)  
",NA,India,15 September 2016,NA,NA,24 x 22 x 28.5 Centimeters,27%,"https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/310F9xjfjKL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31Sldxeq2-L.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41wq0L33ZzL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41NU+yYdf6L.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41M+8A-cgoL.jpg",NA,NA,NA,NA,NA,NA,NA,NA,Foam,NA,NA,"Upto ₹338.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards,Upto ₹599.92 discount on select Credit Cards, City Union Bank Debit Cards,Get GST  invoice and save up to 28% on business purchases.",NA,"7,999","Home & Kitchen,Furniture,Living Room Furniture,Chairs,Folding Chairs",4.1,"60% of reviews have 5 stars,18% of reviews have 4 stars,8% of reviews have 3 stars,5% of reviews have 2 stars,9% of reviews have 1 stars",114 global ratings,NA,NA,Friends of Meditation ® Extra Large Relaxing Buddha Meditation and Yoga Chair with backsupport and meditation block," No Cost EMI , Bank Offer , Partner Offers ",https://www.amazon.in/Friends-Meditation-Relaxing-backsupport-meditation/dp/B01LJCD1AS,NA,NA,6 kg 400 g,1,1,0,"[[{'start': 83, 'text': 'backsupport', 'correct': 'back support', 'definition': None}]]",['Friends of Meditation ® Extra Large Relaxing Buddha Meditation and Yoga Chair with back support and meditation block'],0,1,1,0,0,['No Description'],NA,0,1,1,1,0,"[[{'start': 31, 'text': '( ', 'correct': '(', 'definition': 'Accept space'}], [], [], [{'start': 47, 'text': ' :', 'correct': ':', 'definition': 'Accept space'}], [{'start': 51, 'text': '5.20kgs', 'correct': '5.20 kgs', 'definition': None}, {'start': 48, 'text': ' :', 'correct': ':', 'definition': 'Accept space'}]]","['Designed by Swami Dhyan Unmesh (Registered Yoga Teacher & Osho Meditation Facilitator)', 'Rated No 1 Meditation Chair by Wiki Ezvid (USA) under 10 Best Meditation Cushion 2016', 'Helpful for people with back pain. Avoids numbness in legs in cross leg posture', 'Fits every one below 6 feet 2 inches. Seat size: 24 x 22 inch, 4 inch 40d foam (7 year warranty)', 'Complimentary bag and fully foldable. Net weight: 5.20 kgs (without packing)']",0,C,0,0,1,0,0,1,1,1,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","['At Friends of Meditation, we are passionate about meditation, yoga and relaxation.', ' Our work involves innovation-led manufacturing of an eclectic range of products that facilitates ease in practicing yoga and meditation techniques for beginners as well as experts.', ' The founder Swami Dhyan Unmesh is a certified Osho Meditation Facilitator, Registered Yoga Instructor and Astrologer.', ' He is on the spiritual journey for nearly 20 years with experience of having participated in various yoga and meditation programs having learned diverse and effective techniques to assist relaxation.', 'Increases the capacity to sit longer on the floor.', ' Helps people with back problems or limited flexibility.', ' Helps beginners in meditation as the body is not used to prolonged sitting.', ' Helps older people who need back support due to ageing.', ' Ideal for day long retreat.', ' Ideal for home to continue the practice.', ' Makes meditation session comfortable and relaxing.', 'Fully Foldable Chair with Back Support.', 'High Density Foam Zafu for Elevating the Hips.', 'Adjustable Curved Back Support for Lower Back.', 'Black Water Resistant Carry Bag.', '']",1,C
B08BS1GTC5,899,NA,NA,NA,Virtual World," Maximum Weight Capacity: 150 kg  
, Soft foam grips are comfortable to handle. It is designed to keep your wrists straight. Reduces stress on wrists and joints.  
, Easy to use and carry. Portable, lightweight and perfect for push-ups at home, office or travel.  
, For both men and women. Easy to store and maintain.  
, In-Box Contents: 1 Pair Push-Up Bar  
",NA,India,NA,NA,"The S Shape Pushup Makes Pushups Easier On The Body By Reducing Strain On The Wrists And Elbows. Hand Grips Allow Your Arms To Twist Naturally During Exercise, Allow Your Muscles To Shape Their Natural And Ensure Your Scapular Muscles, As Well As Larger Muscles Like The Triceps, Deltoids, Pectorals, And Latissimus Are Fully Recruited During The Pushup. Achieve Results Faster, Engage More Muscles, And Put Less Strain On Your Joints By Moving With Your Body'S Natural Rotation.",NA,70%,"https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41xtxSaFftL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31tp5rj0QTL.jpg,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41fsmi8ZH6L.jpg",NA,NA,NA,NA,NA,NA,NA,NA,Metal,Metal,NA,"Avail No Cost EMI on select cards for orders above ₹3000,Upto ₹26.90 discount on select Credit Cards, City Union Bank Debit Cards,Get GST  invoice and save up to 28% on business purchases.",NA,269,"Health & Personal Care,Health Care,Massage & Relaxation,Electric Massagers,Electric Handheld Massagers",NA,NA,NA,NA,NA,"VIRTUAL WORLD Push Up Bar, (Black/Blue)"," No Cost EMI , Bank Offer , Partner Offers ",https://www.amazon.in/VIRTUAL-WORLD-Push-Black-Blue/dp/B08BS1GTC5,NA,NA,NA,1,1,1,[[]],"['VIRTUAL WORLD Push Up Bar, (Black/Blue)']",1,0,1,1,0,"[[{'start': 19, 'text': 'Makes', 'correct': 'Does', 'definition': None}]]","[""The S Shape Pushup Does Pushups Easier On The Body By Reducing Strain On The Wrists And Elbows. Hand Grips Allow Your Arms To Twist Naturally During Exercise, Allow Your Muscles To Shape Their Natural And Ensure Your Scapular Muscles, As Well As Larger Muscles Like The Triceps, Deltoids, Pectorals, And Latissimus Are Fully Recruited During The Pushup. Achieve Results Faster, Engage More Muscles, And Put Less Strain On Your Joints By Moving With Your Body'S Natural Rotation.""]",0,1,1,1,1,"[[], [], [], [], []]","['Maximum Weight Capacity: 150 kg', 'Soft foam grips are comfortable to handle. It is designed to keep your wrists straight. Reduces stress on wrists and joints.', 'Easy to use and carry. Portable, lightweight and perfect for push-ups at home, office or travel.', 'For both men and women. Easy to store and maintain.', 'In-Box Contents: 1 Pair Push-Up Bar']",1,B,0,0,1,0,0,0,1,0,['No Description'],NA,0,C
